customerid,Recency,Frequency,Monetary,R,F,M,RFM,Segment
328314,41,0.17,3858.44,3,1,1,311,Promising
786905,31,0.24,3899.32,3,3,1,331,Potential Loyalists
792030,31,0.24,3906.91,3,3,1,331,Potential Loyalists
232121,92,0.15,3926.32,1,1,1,111,At Risk
886976,38,0.25,3949.08,3,3,1,331,Potential Loyalists
1034473,66,0.27,3958.9,2,4,1,241,Need Attention
635412,62,0.22,3994.83,2,2,1,221,At Risk
378949,31,0.18,4024.42,3,1,1,311,Promising
910107,62,0.25,4041.82,2,3,1,231,Need Attention
693455,92,0.23,4050.59,1,3,1,131,Need Attention
314605,31,0.17,4063.9,3,1,1,311,Promising
541112,92,0.2,4089.65,1,2,1,121,At Risk
548483,11,0.41,4110.32,4,4,1,441,Potential Loyalists
400116,10,0.18,4110.54,4,1,1,411,Promising
553206,72,0.41,4124.31,2,4,1,241,Need Attention
835080,92,0.24,4133.94,1,3,1,131,Need Attention
78279,31,0.14,4147.71,3,1,1,311,Promising
79364,92,0.14,4150.87,1,1,1,111,At Risk
80993,62,0.14,4157.2,2,1,1,211,At Risk
82077,62,0.14,4161.93,2,1,1,211,At Risk
83411,31,0.14,4166.67,3,1,1,311,Promising
1032401,36,0.27,4167.32,3,4,1,341,Potential Loyalists
459074,31,0.19,4167.51,3,2,1,321,Promising
739144,8,0.23,4175.68,4,3,1,431,Potential Loyalists
87606,92,0.14,4182.58,1,1,1,111,At Risk
89786,31,0.14,4190.59,3,1,1,311,Promising
90768,92,0.14,4193.81,1,1,1,111,At Risk
91513,31,0.14,4197.04,3,1,1,311,Promising
388495,92,0.18,4203.61,1,1,1,111,At Risk
322044,42,0.17,4212.93,3,1,1,311,Promising
96978,92,0.14,4218.04,1,1,1,111,At Risk
98388,62,0.14,4222.91,2,1,1,211,At Risk
99197,31,0.14,4226.19,3,1,1,311,Promising
100436,62,0.14,4229.4,2,1,1,211,At Risk
100313,61,0.14,4229.4,3,1,1,311,Promising
102871,62,0.14,4237.59,2,1,1,211,At Risk
103406,62,0.14,4239.26,2,1,1,211,At Risk
346176,31,0.17,4259.06,3,1,1,311,Promising
338964,62,0.17,4262.74,2,1,1,211,At Risk
255440,62,0.16,4281.54,2,1,1,211,At Risk
610699,92,0.21,4286.51,1,2,1,121,At Risk
118777,92,0.14,4292.46,1,1,1,111,At Risk
913833,38,0.25,4292.56,3,3,1,331,Potential Loyalists
121958,31,0.14,4299.16,3,1,1,311,Promising
123885,92,0.14,4304.22,1,1,1,111,At Risk
126948,31,0.14,4311.03,3,1,1,311,Promising
128471,31,0.14,4314.44,3,1,1,311,Promising
128761,62,0.14,4316.11,2,1,1,211,At Risk
1042098,7,0.27,4318.5,4,4,1,441,Potential Loyalists
130231,62,0.14,4319.53,2,1,1,211,At Risk
137465,31,0.14,4333.19,3,1,1,311,Promising
139602,92,0.14,4336.64,1,1,1,111,At Risk
140594,92,0.14,4340.09,1,1,1,111,At Risk
141705,62,0.14,4343.55,2,1,1,211,At Risk
142674,92,0.14,4346.94,1,1,1,111,At Risk
142721,31,0.14,4346.94,3,1,1,311,Promising
639323,62,0.22,4350.38,2,2,1,221,At Risk
143378,92,0.15,4350.41,1,1,1,111,At Risk
143325,62,0.15,4350.41,2,1,1,211,At Risk
145343,92,0.15,4357.36,1,1,1,111,At Risk
145815,31,0.15,4359.07,3,1,1,311,Promising
646069,62,0.22,4363.38,2,2,1,221,At Risk
147521,92,0.15,4364.27,1,1,1,111,At Risk
648938,75,0.22,4368.62,2,2,1,221,At Risk
148933,92,0.15,4369.48,1,1,1,111,At Risk
649750,44,0.22,4371.3,3,2,1,321,Promising
151517,62,0.15,4378.22,2,1,1,211,At Risk
235839,62,0.16,4387.76,2,1,1,211,At Risk
156767,31,0.15,4395.8,3,1,1,311,Promising
544344,31,0.2,4396.35,3,2,1,321,Promising
273846,92,0.16,4404.37,1,1,1,111,At Risk
159708,31,0.15,4406.45,3,1,1,311,Promising
1009725,62,0.27,4415.46,2,4,1,241,Need Attention
721254,62,0.23,4426.43,2,3,1,231,Need Attention
493545,92,0.2,4427.22,1,2,1,121,At Risk
1014684,6,0.27,4428.41,4,4,1,441,Potential Loyalists
166649,31,0.15,4433.21,3,1,1,311,Promising
371436,92,0.18,4436.08,1,1,1,111,At Risk
167820,92,0.15,4436.82,1,1,1,111,At Risk
167855,62,0.15,4436.82,2,1,1,211,At Risk
672659,92,0.22,4437.74,1,2,1,121,At Risk
672038,31,0.22,4437.74,3,2,1,321,Promising
169241,92,0.15,4440.37,1,1,1,111,At Risk
673148,31,0.22,4440.4,3,2,1,321,Promising
170173,31,0.15,4442.21,3,1,1,311,Promising
170124,92,0.15,4442.21,1,1,1,111,At Risk
675725,92,0.22,4448.5,1,2,1,121,At Risk
677489,62,0.22,4453.95,2,2,1,221,At Risk
519880,92,0.2,4455.41,1,2,1,121,At Risk
174476,92,0.15,4456.66,1,1,1,111,At Risk
175654,92,0.15,4460.3,1,1,1,111,At Risk
177175,92,0.15,4465.75,1,1,1,111,At Risk
177919,31,0.15,4467.54,3,1,1,311,Promising
180898,62,0.15,4478.55,2,1,1,211,At Risk
187176,31,0.15,4498.76,3,1,1,311,Promising
187630,92,0.15,4500.59,1,1,1,111,At Risk
694628,31,0.23,4503.39,3,3,1,331,Potential Loyalists
694630,92,0.23,4503.39,1,3,1,131,Need Attention
694618,62,0.23,4503.39,2,3,1,231,Need Attention
694635,62,0.23,4503.39,2,3,1,231,Need Attention
188932,31,0.15,4504.3,3,1,1,311,Promising
190614,31,0.15,4508.02,3,1,1,311,Promising
696703,92,0.23,4508.97,1,3,1,131,Need Attention
696694,62,0.23,4508.97,2,3,1,231,Need Attention
672067,40,0.22,4509.41,3,2,1,321,Promising
697152,92,0.23,4511.72,1,3,1,131,Need Attention
196372,62,0.15,4522.91,2,1,1,211,At Risk
197600,92,0.15,4526.66,1,1,1,111,At Risk
891803,8,0.25,4528.45,4,3,1,431,Potential Loyalists
198125,92,0.15,4528.51,1,1,1,111,At Risk
200612,92,0.15,4534.19,1,1,1,111,At Risk
202720,92,0.15,4539.81,1,1,1,111,At Risk
205242,92,0.15,4547.31,1,1,1,111,At Risk
206344,92,0.15,4549.25,1,1,1,111,At Risk
209551,31,0.15,4556.78,3,1,1,311,Promising
212078,92,0.15,4560.59,1,1,1,111,At Risk
212348,31,0.15,4562.53,3,1,1,311,Promising
720335,13,0.23,4571.12,4,3,1,431,Potential Loyalists
528041,62,0.2,4571.33,2,2,1,221,At Risk
723504,31,0.23,4579.7,3,3,1,331,Potential Loyalists
723503,92,0.23,4579.7,1,3,1,131,Need Attention
725524,31,0.23,4585.47,3,3,1,331,Potential Loyalists
725521,62,0.23,4585.47,2,3,1,231,Need Attention
725576,62,0.23,4585.47,2,3,1,231,Need Attention
730130,92,0.23,4596.96,1,3,1,131,Need Attention
220047,31,0.15,4604.69,3,1,1,311,Promising
220919,31,0.15,4608.58,3,1,1,311,Promising
220969,31,0.15,4608.58,3,1,1,311,Promising
221924,62,0.15,4610.56,2,1,1,211,At Risk
353479,83,0.35,4610.86,2,4,1,241,Need Attention
224037,62,0.15,4618.3,2,1,1,211,At Risk
1038578,31,0.27,4619.73,3,4,1,341,Potential Loyalists
224441,92,0.15,4620.22,1,1,1,111,At Risk
226975,92,0.15,4629.99,1,1,1,111,At Risk
420211,92,0.19,4631.95,1,2,1,121,At Risk
744002,62,0.23,4634.89,2,3,1,231,Need Attention
230462,92,0.15,4641.81,1,1,1,111,At Risk
231398,92,0.15,4645.76,1,1,1,111,At Risk
940755,8,0.26,4653.03,4,4,1,441,Potential Loyalists
234059,92,0.16,4655.64,1,1,1,111,At Risk
234782,92,0.16,4659.54,1,1,1,111,At Risk
234955,31,0.16,4659.54,3,1,1,311,Promising
758110,62,0.23,4673.44,2,3,1,231,Need Attention
758290,62,0.23,4673.44,2,3,1,231,Need Attention
242098,92,0.16,4687.5,1,1,1,111,At Risk
737122,40,0.23,4691.91,3,3,1,331,Potential Loyalists
244613,92,0.16,4697.56,1,1,1,111,At Risk
245270,92,0.16,4699.54,1,1,1,111,At Risk
245162,31,0.16,4699.54,3,1,1,311,Promising
245320,31,0.16,4699.54,3,1,1,311,Promising
246043,62,0.16,4701.6,2,1,1,211,At Risk
660260,48,0.22,4708.09,3,2,1,321,Promising
773085,31,0.24,4709.65,3,3,1,331,Potential Loyalists
773158,31,0.24,4709.65,3,3,1,331,Potential Loyalists
247487,92,0.16,4709.65,1,1,1,111,At Risk
248448,62,0.16,4713.72,2,1,1,211,At Risk
250466,92,0.16,4721.88,1,1,1,111,At Risk
782246,92,0.24,4731.04,1,3,1,131,Need Attention
255612,62,0.16,4740.24,2,1,1,211,At Risk
255188,92,0.16,4740.24,1,1,1,111,At Risk
791868,76,0.24,4749.47,2,3,1,231,Need Attention
810567,92,0.24,4750.08,1,3,1,131,Need Attention
259231,92,0.16,4754.66,1,1,1,111,At Risk
259439,92,0.16,4754.66,1,1,1,111,At Risk
259482,31,0.16,4754.66,3,1,1,311,Promising
763095,40,0.23,4761.16,3,3,1,331,Potential Loyalists
261435,62,0.16,4762.96,2,1,1,211,At Risk
799285,92,0.24,4764.97,1,3,1,131,Need Attention
264609,62,0.16,4773.35,2,1,1,211,At Risk
710734,71,0.23,4775.66,2,3,1,231,Need Attention
265471,92,0.16,4777.45,1,1,1,111,At Risk
804738,62,0.24,4777.49,2,3,1,231,Need Attention
805341,62,0.24,4777.49,2,3,1,231,Need Attention
805366,31,0.24,4777.49,3,3,1,331,Potential Loyalists
805377,31,0.24,4777.49,3,3,1,331,Potential Loyalists
804740,92,0.24,4777.49,1,3,1,131,Need Attention
806577,62,0.24,4780.57,2,3,1,231,Need Attention
806581,31,0.24,4780.57,3,3,1,331,Potential Loyalists
806616,31,0.24,4780.57,3,3,1,331,Potential Loyalists
806510,92,0.24,4780.57,1,3,1,131,Need Attention
808279,62,0.24,4783.77,2,3,1,231,Need Attention
808269,92,0.24,4783.77,1,3,1,131,Need Attention
269081,62,0.16,4790.04,2,1,1,211,At Risk
270267,62,0.16,4794.25,2,1,1,211,At Risk
270150,92,0.16,4794.25,1,1,1,111,At Risk
270924,92,0.16,4796.32,1,1,1,111,At Risk
271494,31,0.16,4796.32,3,1,1,311,Promising
272115,31,0.32,4798.39,3,4,1,341,Potential Loyalists
272664,92,0.16,4800.54,1,1,1,111,At Risk
274460,62,0.16,4808.93,2,1,1,211,At Risk
275146,62,0.16,4811.08,2,1,1,211,At Risk
276013,31,0.16,4813.17,3,1,1,311,Promising
822423,62,0.24,4821.72,2,3,1,231,Need Attention
278914,62,0.16,4823.77,2,1,1,211,At Risk
279003,31,0.16,4823.77,3,1,1,311,Promising
479661,11,0.19,4832.77,4,2,1,421,Promising
828340,31,0.24,4840.86,3,3,1,331,Potential Loyalists
829347,15,0.24,4844.02,4,3,1,431,Potential Loyalists
79503,92,0.14,4844.49,1,1,1,111,At Risk
285654,92,0.16,4847.31,1,1,1,111,At Risk
287874,31,0.16,4855.86,3,1,1,311,Promising
289219,62,0.16,4860.19,2,1,1,211,At Risk
289596,92,0.16,4862.32,1,1,1,111,At Risk
896188,31,0.25,4865.39,3,3,1,331,Potential Loyalists
506776,8,0.2,4873.86,4,2,1,421,Promising
292036,92,0.16,4875.35,1,1,1,111,At Risk
841836,31,0.24,4879.72,3,3,1,331,Potential Loyalists
841711,62,0.24,4879.72,2,3,1,231,Need Attention
841780,62,0.24,4879.72,2,3,1,231,Need Attention
841663,92,0.24,4879.72,1,3,1,131,Need Attention
841761,92,0.24,4879.72,1,3,1,131,Need Attention
844698,89,0.24,4886.15,2,3,1,231,Need Attention
293417,92,0.16,4886.23,1,1,1,111,At Risk
294211,31,0.16,4890.61,3,1,1,311,Promising
410446,62,0.18,4891.11,2,1,1,211,At Risk
849481,31,0.24,4896.08,3,3,1,331,Potential Loyalists
372809,31,0.18,4898.85,3,1,1,311,Promising
632382,10,0.22,4899.96,4,2,1,421,Promising
295723,92,0.16,4901.56,1,1,1,111,At Risk
250951,92,0.16,4905.56,1,1,1,111,At Risk
764650,92,0.23,4922.87,1,3,1,131,Need Attention
861985,31,0.25,4932.43,3,3,1,331,Potential Loyalists
302509,62,0.16,4948.05,2,1,1,211,At Risk
303249,31,0.17,4954.75,3,1,1,311,Promising
870144,92,0.25,4955.89,1,3,1,131,Need Attention
306259,92,0.17,4977.27,1,1,1,111,At Risk
306918,62,0.17,4981.82,2,1,1,211,At Risk
310137,92,0.17,5006.84,1,1,1,111,At Risk
894016,11,0.25,5020.58,4,3,1,431,Potential Loyalists
312147,62,0.17,5020.67,2,1,1,211,At Risk
676418,10,0.22,5025.37,4,2,1,421,Promising
313852,62,0.17,5034.49,2,1,1,211,At Risk
870517,62,0.25,5035.93,2,3,1,231,Need Attention
959053,62,0.26,5042.47,2,4,1,241,Need Attention
435423,92,0.19,5054.23,1,2,1,121,At Risk
302830,31,0.17,5056.68,3,1,1,311,Promising
318903,92,0.17,5069.45,1,1,1,111,At Risk
319907,31,0.17,5076.49,3,1,1,311,Promising
559994,62,0.21,5078.51,2,2,1,221,At Risk
917442,92,0.25,5080.01,1,3,1,131,Need Attention
563001,62,0.21,5090.11,2,2,1,221,At Risk
287748,62,0.16,5090.89,2,1,1,211,At Risk
322846,92,0.17,5093.03,1,1,1,111,At Risk
324041,92,0.17,5100.13,1,1,1,111,At Risk
324138,92,0.17,5100.13,1,1,1,111,At Risk
324699,31,0.17,5104.91,3,1,1,311,Promising
324910,62,0.17,5104.91,2,1,1,211,At Risk
425401,92,0.19,5115.99,1,2,1,121,At Risk
592783,31,0.21,5122.27,3,2,1,321,Promising
328475,31,0.17,5126.36,3,1,1,311,Promising
554936,31,0.21,5130.86,3,2,1,321,Promising
329336,31,0.17,5131.19,3,1,1,311,Promising
514487,73,0.2,5133.2,2,2,1,221,At Risk
331005,92,0.17,5140.86,1,1,1,111,At Risk
332381,31,0.17,5148.09,3,1,1,311,Promising
940292,62,0.26,5148.14,2,4,1,241,Need Attention
436605,31,0.19,5153.46,3,2,1,321,Promising
943913,92,0.26,5159.03,1,4,1,141,Need Attention
334396,92,0.17,5160.22,1,1,1,111,At Risk
335216,31,0.17,5165.11,3,1,1,311,Promising
777406,31,0.24,5175.3,3,3,1,331,Potential Loyalists
338882,31,0.17,5182.24,3,1,1,311,Promising
339732,62,0.35,5184.66,2,4,1,241,Need Attention
341491,62,0.17,5192.02,2,1,1,211,At Risk
342672,31,0.17,5196.96,3,1,1,311,Promising
346018,31,0.17,5211.77,3,1,1,311,Promising
345886,92,0.17,5211.77,1,1,1,111,At Risk
346736,31,0.17,5214.31,3,1,1,311,Promising
347351,31,0.17,5216.76,3,1,1,311,Promising
347378,92,0.17,5216.76,1,1,1,111,At Risk
347382,92,0.17,5216.76,1,1,1,111,At Risk
348621,92,0.17,5224.21,1,1,1,111,At Risk
351187,92,0.17,5234.23,1,1,1,111,At Risk
967552,92,0.26,5236.7,1,4,1,141,Need Attention
689355,92,0.22,5237.72,1,2,1,121,At Risk
352241,31,0.17,5241.73,3,1,1,311,Promising
352690,31,0.17,5241.73,3,1,1,311,Promising
970855,62,0.26,5247.97,2,4,1,241,Need Attention
1027463,62,0.27,5248.53,2,4,1,241,Need Attention
972311,92,0.26,5251.83,1,4,1,141,Need Attention
972503,92,0.26,5255.55,1,4,1,141,Need Attention
648267,62,0.22,5262.23,2,2,1,221,At Risk
357356,92,0.18,5264.45,1,1,1,111,At Risk
383634,44,0.18,5265.01,3,1,1,311,Promising
145329,31,0.15,5270.96,3,1,1,311,Promising
361741,31,0.18,5284.76,3,1,1,311,Promising
764511,10,0.23,5293.26,4,3,1,431,Potential Loyalists
507807,62,0.2,5293.59,2,2,1,221,At Risk
242532,62,0.16,5294.58,2,1,1,211,At Risk
365694,62,0.18,5302.7,2,1,1,211,At Risk
366474,31,0.18,5305.23,3,1,1,311,Promising
392161,44,0.18,5306.7,3,1,1,311,Promising
161620,47,0.15,5317.39,3,1,1,311,Promising
993948,10,0.27,5320.71,4,4,1,441,Potential Loyalists
995968,62,0.27,5328.5,2,4,1,241,Need Attention
995923,92,0.27,5328.5,1,4,1,141,Need Attention
373102,62,0.18,5331.06,2,1,1,211,At Risk
373272,62,0.18,5331.06,2,1,1,211,At Risk
374241,31,0.18,5333.62,3,1,1,311,Promising
516419,62,0.2,5334.34,2,2,1,221,At Risk
376178,31,0.18,5338.84,3,1,1,311,Promising
641722,62,0.22,5339.08,2,2,1,221,At Risk
379189,31,0.18,5346.64,3,1,1,311,Promising
379008,92,0.18,5346.64,1,1,1,111,At Risk
1003183,31,0.27,5348.02,3,4,1,341,Potential Loyalists
1003249,62,0.27,5348.02,2,4,1,241,Need Attention
1003186,92,0.27,5348.02,1,4,1,141,Need Attention
1006667,75,0.27,5359.77,2,4,1,241,Need Attention
173772,16,0.15,5365,4,1,1,411,Promising
1009724,92,0.27,5367.69,1,4,1,141,Need Attention
1009803,92,0.27,5367.69,1,4,1,141,Need Attention
1010158,62,0.27,5371.58,2,4,1,241,Need Attention
303933,92,0.17,5372.52,1,1,1,111,At Risk
229010,92,0.15,5385.02,1,1,1,111,At Risk
635382,42,0.22,5396.62,3,2,1,321,Promising
387139,92,0.18,5399.37,1,1,1,111,At Risk
387630,62,0.18,5399.37,2,1,1,211,At Risk
1019149,92,0.27,5399.42,1,4,1,141,Need Attention
326756,9,0.17,5399.43,4,1,1,411,Promising
307596,92,0.17,5401.9,1,1,1,111,At Risk
387892,92,0.18,5402.1,1,1,1,111,At Risk
389004,92,0.18,5407.45,1,1,1,111,At Risk
389121,92,0.18,5407.45,1,1,1,111,At Risk
390895,92,0.18,5415.46,1,1,1,111,At Risk
392240,92,0.18,5423.48,1,1,1,111,At Risk
392406,31,0.18,5426.13,3,1,1,311,Promising
1028355,92,0.27,5427.56,1,4,1,141,Need Attention
394539,62,0.18,5434.29,2,1,1,211,At Risk
774896,69,0.24,5448.42,2,3,1,231,Need Attention
480520,74,0.19,5450.65,2,2,1,221,At Risk
197726,16,0.15,5451.46,4,1,1,411,Promising
398181,92,0.18,5453.16,1,1,1,111,At Risk
199002,16,0.15,5455.99,4,1,1,411,Promising
400027,92,0.18,5461.3,1,1,1,111,At Risk
401364,92,0.18,5469.56,1,1,1,111,At Risk
159808,62,0.15,5474.69,2,1,1,211,At Risk
403104,31,0.18,5474.95,3,1,1,311,Promising
901961,62,0.25,5488.64,2,3,1,231,Need Attention
405703,62,0.18,5488.68,2,1,1,211,At Risk
407338,31,0.18,5499.74,3,1,1,311,Promising
412988,92,0.18,5524.76,1,1,1,111,At Risk
414297,92,0.18,5530.26,1,1,1,111,At Risk
414985,92,0.18,5533.12,1,1,1,111,At Risk
417385,31,0.18,5544.26,3,1,1,311,Promising
417993,92,0.18,5547.13,1,1,1,111,At Risk
727969,31,0.23,5557.5,3,3,1,331,Potential Loyalists
359581,14,0.18,5558.13,4,1,1,411,Promising
420554,92,0.19,5561.22,1,2,1,121,At Risk
421348,62,0.19,5564,2,2,1,221,At Risk
422758,62,0.19,5569.69,2,2,1,221,At Risk
427454,31,0.19,5589.61,3,2,1,321,Promising
429641,31,0.19,5600.99,3,2,1,321,Promising
429877,62,0.19,5603.92,2,2,1,221,At Risk
875078,10,0.25,5606.59,4,3,1,431,Potential Loyalists
430694,92,0.19,5606.74,1,2,1,121,At Risk
585808,62,0.21,5608.4,2,2,1,221,At Risk
881952,92,0.25,5609.57,1,3,1,131,Need Attention
436196,31,0.19,5635.6,3,2,1,321,Promising
436896,92,0.19,5638.57,1,2,1,121,At Risk
437892,31,0.19,5644.3,3,2,1,321,Promising
888507,10,0.25,5648.81,4,3,1,431,Potential Loyalists
440502,62,0.19,5656,2,2,1,221,At Risk
441119,62,0.19,5658.88,2,2,1,221,At Risk
446007,62,0.19,5682.36,2,2,1,221,At Risk
441919,62,0.19,5692.26,2,2,1,221,At Risk
608457,31,0.21,5693.84,3,2,1,321,Promising
450331,62,0.19,5700.17,2,2,1,221,At Risk
450413,62,0.19,5703.1,2,2,1,221,At Risk
450936,35,0.38,5703.1,3,4,1,341,Potential Loyalists
451637,31,0.19,5706.13,3,2,1,321,Promising
453312,62,0.19,5715.05,2,2,1,221,At Risk
688274,92,0.22,5720.7,1,2,1,121,At Risk
495245,62,0.2,5721.72,2,2,1,221,At Risk
455712,31,0.19,5726.94,3,2,1,321,Promising
320411,15,0.17,5734.24,4,1,1,411,Promising
458194,92,0.19,5736.03,1,2,1,121,At Risk
1002490,31,0.27,5736.29,3,4,1,341,Potential Loyalists
458554,92,0.19,5738.99,1,2,1,121,At Risk
458560,92,0.19,5738.99,1,2,1,121,At Risk
458640,31,0.19,5741.96,3,2,1,321,Promising
458644,31,0.19,5741.96,3,2,1,321,Promising
546024,74,0.21,5744.77,2,2,1,221,At Risk
459550,31,0.19,5745.04,3,2,1,321,Promising
460820,31,0.19,5751.09,3,2,1,321,Promising
324557,15,0.17,5760.86,4,1,1,411,Promising
464685,62,0.19,5769.23,2,2,1,221,At Risk
536529,92,0.2,5770.94,1,2,1,121,At Risk
987740,62,0.27,5771.62,2,4,1,241,Need Attention
357106,31,0.18,5773.87,3,1,1,311,Promising
939858,80,0.26,5791.65,2,4,1,241,Need Attention
470115,31,0.19,5793.63,3,2,1,321,Promising
644792,62,0.22,5806.13,2,2,1,221,At Risk
473452,92,0.19,5809,1,2,1,121,At Risk
945831,92,0.26,5812.15,1,4,1,141,Need Attention
476264,62,0.19,5821.4,2,2,1,221,At Risk
476839,31,0.19,5824.45,3,2,1,321,Promising
477391,31,0.19,5827.62,3,2,1,321,Promising
477705,31,0.19,5827.62,3,2,1,321,Promising
478720,62,0.19,5833.74,2,2,1,221,At Risk
659354,62,0.22,5837.59,2,2,1,221,At Risk
480406,31,0.19,5839.98,3,2,1,321,Promising
480411,31,0.19,5839.98,3,2,1,321,Promising
481899,92,0.19,5849.32,1,2,1,121,At Risk
484675,92,0.2,5861.89,1,2,1,121,At Risk
214730,12,0.15,5862.9,4,1,1,411,Promising
113664,92,0.14,5864.91,1,1,1,111,At Risk
486223,92,0.2,5871.3,1,2,1,121,At Risk
486452,62,0.2,5871.3,2,2,1,221,At Risk
487030,31,0.2,5874.52,3,2,1,321,Promising
490133,31,0.2,5887.09,3,2,1,321,Promising
489887,92,0.2,5887.09,1,2,1,121,At Risk
491791,92,0.2,5896.57,1,2,1,121,At Risk
493099,31,0.2,5899.82,3,2,1,321,Promising
616196,92,0.21,5911.31,1,2,1,121,At Risk
968774,10,0.26,5916.57,4,4,1,441,Potential Loyalists
969753,10,0.26,5920.76,4,4,1,441,Potential Loyalists
498762,92,0.2,5928.5,1,2,1,121,At Risk
499268,92,0.2,5931.78,1,2,1,121,At Risk
500132,62,0.2,5934.95,2,2,1,221,At Risk
567425,92,0.21,5937.5,1,2,1,121,At Risk
1028704,31,0.27,5952.67,3,4,1,341,Potential Loyalists
504134,92,0.2,5954.27,1,2,1,121,At Risk
311969,62,0.17,5962.6,2,1,1,211,At Risk
506684,31,0.2,5964.1,3,2,1,321,Promising
447966,62,0.19,5966.76,2,2,1,221,At Risk
507361,31,0.2,5967.3,3,2,1,321,Promising
982340,41,0.26,5967.86,3,4,1,341,Potential Loyalists
510968,92,0.2,5983.6,1,2,1,121,At Risk
446421,14,0.19,5987.88,4,2,1,421,Promising
512558,92,0.2,5990.18,1,2,1,121,At Risk
415358,92,0.18,5997.2,1,1,1,111,At Risk
515991,92,0.2,6009.86,1,2,1,121,At Risk
516044,62,0.2,6009.86,2,2,1,221,At Risk
776106,92,0.24,6012.59,1,3,1,131,Need Attention
520405,92,0.2,6033.06,1,2,1,121,At Risk
1003584,31,0.27,6038.18,3,4,1,341,Potential Loyalists
523001,31,0.2,6046.44,3,2,1,321,Promising
527427,92,0.2,6069.8,1,2,1,121,At Risk
527741,62,0.2,6069.8,2,2,1,221,At Risk
833948,92,0.24,6071.2,1,3,1,131,Need Attention
529577,31,0.2,6080.01,3,2,1,321,Promising
530302,31,0.2,6083.34,3,2,1,321,Promising
534501,62,0.2,6103.64,2,2,1,221,At Risk
535426,92,0.2,6107.12,1,2,1,121,At Risk
537168,92,0.2,6113.96,1,2,1,121,At Risk
540962,92,0.2,6130.96,1,2,1,121,At Risk
541221,92,0.2,6134.47,1,2,1,121,At Risk
542817,92,0.2,6141.37,1,2,1,121,At Risk
543416,62,0.2,6144.77,2,2,1,221,At Risk
544119,62,0.2,6148.17,2,2,1,221,At Risk
545931,62,0.21,6155.11,2,2,1,221,At Risk
545560,31,0.21,6155.11,3,2,1,321,Promising
339384,62,0.17,6157.37,2,1,1,211,At Risk
361102,77,0.18,6162.51,2,1,1,211,At Risk
548399,92,0.21,6165.48,1,2,1,121,At Risk
363076,85,0.18,6171.53,2,1,1,211,At Risk
552429,92,0.21,6182.89,1,2,1,121,At Risk
234466,62,0.16,6185.12,2,1,1,211,At Risk
552929,92,0.21,6186.46,1,2,1,121,At Risk
555118,31,0.21,6196.94,3,2,1,321,Promising
557308,31,0.21,6203.99,3,2,1,321,Promising
558141,31,0.21,6207.45,3,2,1,321,Promising
559013,62,0.21,6211.05,2,2,1,221,At Risk
559644,62,0.21,6211.05,2,2,1,221,At Risk
561221,92,0.21,6221.61,1,2,1,121,At Risk
561740,92,0.21,6221.61,1,2,1,121,At Risk
563273,92,0.21,6228.72,1,2,1,121,At Risk
563011,31,0.21,6228.72,3,2,1,321,Promising
763397,31,0.23,6234.74,3,3,1,331,Potential Loyalists
565604,92,0.21,6239.34,1,2,1,121,At Risk
568170,92,0.21,6253.52,1,2,1,121,At Risk
569661,62,0.21,6257.17,2,2,1,221,At Risk
570308,31,0.21,6260.7,3,2,1,321,Promising
345006,16,0.17,6273.59,4,1,1,411,Promising
573552,92,0.21,6275.1,1,2,1,121,At Risk
574828,31,0.21,6278.65,3,2,1,321,Promising
575344,92,0.21,6282.33,1,2,1,121,At Risk
575207,31,0.21,6282.33,3,2,1,321,Promising
577077,31,0.21,6289.44,3,2,1,321,Promising
780211,62,0.24,6291.34,2,3,1,231,Need Attention
780559,31,0.24,6291.34,3,3,1,331,Potential Loyalists
581723,62,0.21,6307.56,2,2,1,221,At Risk
584199,92,0.21,6314.86,1,2,1,121,At Risk
583747,31,0.21,6314.86,3,2,1,321,Promising
584031,31,0.21,6314.86,3,2,1,321,Promising
942734,62,0.26,6319.37,2,4,1,241,Need Attention
754921,31,0.23,6319.71,3,3,1,331,Potential Loyalists
754770,62,0.23,6319.71,2,3,1,231,Need Attention
585620,62,0.21,6322.18,2,2,1,221,At Risk
588112,31,0.21,6333.12,3,2,1,321,Promising
590634,92,0.21,6344.1,1,2,1,121,At Risk
590436,31,0.42,6344.1,3,4,1,341,Potential Loyalists
591957,31,0.21,6351.49,3,2,1,321,Promising
592430,62,0.21,6351.49,2,2,1,221,At Risk
593188,92,0.21,6355.26,1,2,1,121,At Risk
593081,31,0.21,6355.26,3,2,1,321,Promising
